wavelength (nm),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
401.61,0.06955859674453493,0.06827612471692386,0.07161204021331367,0.06993021246205547,0.06408514096203609,0.06843805161282934,0.07246880015334346,0.07835288381805824,0.07669876580282184,0.07893434071387799,0.07125357394233572,0.07664996882716486,0.08208480607780112,0.08332952159499345,0.07922524412385298,0.0800115469922922,0.0811018732176292,0.07810562174368028,0.08242836616631842,0.0929236009220849,0.08882678583191038,0.08638019186022425,0.0842554380337001,0.09722295355342929,0.09806480025473541,0.10767023539503075,0.10908957822505005,0.10500611850400518,0.1092768384184643,0.11575811103182887,0.11708937558166856,0.11840572892696465,0.12239706120424322,0.11619649623065392,0.1306276774975712,0.13922939069780962,0.13603950285115735,0.13177238128492808,0.12665957485025453,0.1329524761887536,0.1396790722537723,0.14472227617013012,0.1396724150912934,0.14028840817898774,0.12437959406304053,0.1447219518063411,0.1605887091653276,0.16571790294330102,0.15612951521232427,0.16121157386229273,0.16387791099992938,0.18029868617691483,0.19857433133068386,0.19142458974631568,0.2018235176065981,0.1784383687644037,0.1947814677512509,0.22122118538306693,0.219441024468852,0.21803255561342919,0.20559634902720048,0.18606543389746558,0.22955429659099655,0.2440387131490389,0.2615718698481544,0.26078770993386713,0.27400017724918424,0.2338248310306525,0.2756489788204978,0.2977465159867573,0.2979491772257426,0.29831992060357676,0.3023931489181753,0.2740224177632436
403.62,0.09598716281357668,0.0979306113277146,0.09817957319429499,0.09738322921965009,0.09195325293466045,0.10222246291498599,0.11047840863149291,0.11898603270691244,0.1165031720225402,0.1175830775096336,0.11281582243478873,0.12358604912755827,0.12686513812912573,0.1307580046987636,0.12292285628912858,0.1264579357073581,0.1268737578358594,0.12540367619753126,0.13105780854713742,0.1448813562676157,0.14007000797807778,0.1335410381442876,0.13498887925488706,0.15314352173822593,0.15129919046132398,0.16448925783498744,0.1655670300007024,0.15897305597992847,0.16199416534369568,0.1684027675398852,0.17103103464287084,0.17312572409969956,0.17642750530749024,0.17003665293541692,0.18552901025313445,0.19795212833297854,0.1954822473884906,0.18793929707023546,0.17975021949248518,0.18853331907637616,0.19976646497235206,0.2030795281383988,0.19692106276744664,0.19679845933869924,0.18372635952624167,0.20787074461213928,0.21876940632389202,0.2312537108034344,0.21858286970526314,0.2218841449493535,0.22576749946796798,0.24267986294566654,0.2566734522356522,0.24624947094776073,0.2638101697606542,0.24535788942658096,0.25805766150415876,0.272757573949378,0.27686897974688407,0.2711886540085872,0.25925584824986997,0.24964104971109455,0.2779116489859796,0.2897313598114361,0.30018675432257297,0.30911253368230257,0.3206778396878147,0.28791161337014437,0.3170751611968566,0.3251254624687341,0.3302639183950896,0.3296373579855939,0.3361103084705761,0.30816951804076875
405.64,0.06862290570854226,0.06945971126234446,0.06999106734124837,0.06924501467566256,0.06485336632258522,0.06911196673677505,0.0707981504864433,0.07636456007402982,0.07503519401689106,0.07766514446669416,0.07154315366441857,0.07539490237698487,0.07946980635899786,0.08181799846874269,0.07488376093475377,0.07811454448452487,0.0793134219796697,0.07802132383868694,0.08120962339346423,0.0900322367521757,0.08732642671476852,0.08389510660996852,0.08288115272433849,0.09607338415014345,0.09529546564882091,0.10270346824843991,0.1035838754156257,0.10208195309942591,0.1051065950195528,0.10988825626903019,0.10948331914733699,0.11238519245976743,0.11602599373295373,0.11027895640908349,0.1252827443919371,0.13096982138151508,0.12670430882830508,0.12454577112599244,0.121462350686666,0.1283392688557125,0.13278833380856306,0.13288158314908047,0.13129514307320234,0.13286335517535397,0.12062484253429986,0.14031656636494025,0.1539588093544266,0.15884936349687756,0.14747904169505793,0.1524536840042148,0.15738746657200112,0.17524183408625196,0.1862619094060464,0.18039336162300187,0.1908192434168978,0.17514041082537724,0.1912567884129446,0.21379799333628116,0.2104575402590531,0.20821478126945553,0.2002916338755881,0.18624212728683354,0.22823843856102646,0.23924709485173395,0.2483841327339479,0.25617036694513456,0.2631021049049188,0.23690189354284463,0.2786239216968539,0.2893297907321677,0.2870528131962987,0.2931038996972634,0.2966179071329668,0.2794799082605077
407.66,0.06134626815865936,0.061084455180585064,0.06324449474741829,0.06288168707094453,0.0580608532034418,0.06370596503923216,0.06642726725608118,0.07191981246820572,0.07121202561498495,0.0728165551586612,0.06699925891722378,0.07198099174568222,0.07595533993479875,0.07677126896918822,0.07349611249974496,0.07439793445470068,0.07633109535090679,0.07648069134302468,0.07783369280189517,0.0869298322390365,0.08468075194304427,0.08112686423421936,0.08021418809808159,0.09214848137834201,0.09165631197478288,0.10014199475556682,0.10126311737123228,0.09712225587084525,0.1023186974691415,0.10505132296505094,0.10664000522404946,0.10821145058759153,0.11192416551233934,0.10613253193210247,0.12035045900487683,0.1276247337884055,0.1222274514522941,0.12075701735220237,0.11593225478512573,0.12315805521627307,0.1258961957362145,0.130774459566458,0.1262363496106922,0.12719151085860086,0.1165751439207752,0.13516185888685725,0.14634697870331406,0.15164613375888297,0.14289755023208386,0.1436707607938662,0.15331558662242992,0.16450479997480785,0.17815286677057252,0.16958655445075851,0.18039886355753565,0.16434610581645792,0.17974708980889537,0.19668935676702026,0.19616450560782858,0.19495095350929648,0.18177903373344143,0.17542308532605494,0.2063118929608192,0.21458396635518096,0.22645677052777044,0.22943332815782244,0.23563431334908735,0.2089674890063138,0.23887164527459126,0.25776710277210524,0.2539701241241545,0.25085768610056963,0.2542097939486997,0.23972251878456102
409.68,0.05911182244252899,0.05944306594798403,0.06112095949537166,0.06062169652412765,0.05611528168048066,0.06158628581103888,0.06390507659098725,0.06956109822675248,0.0675546020840079,0.07000685567832757,0.06465148967084129,0.06934991931024873,0.07285532457946356,0.07451570296271463,0.07075206410682515,0.07176569137351056,0.07443505710208452,0.07346688278480439,0.07476108814866993,0.08379249864803473,0.08019999260691983,0.07733052594196169,0.07749075992375436,0.08744728685459711,0.0873026522726763,0.09371975887696594,0.09604118167527123,0.09297337748391934,0.09794136328162828,0.1002477754287957,0.10197232131196318,0.10349424389184414,0.10569430791331931,0.1026083965242718,0.1153583687615835,0.11841995506170107,0.11516201409856912,0.11314801901333363,0.10812531078032817,0.11789335459109486,0.12022550985520905,0.12268058491566697,0.12081499525605192,0.12069798022830602,0.11030264620093008,0.12812293720033222,0.13897487388916452,0.14270749742581806,0.13582530465211798,0.13681865528584167,0.1448646099685951,0.15489432201849726,0.16808117061463096,0.16101781376558824,0.1697629723331474,0.1596762486299954,0.17157852273833962,0.18600936521269482,0.18431846860421516,0.18565883620881465,0.17495405782974705,0.16817797535138762,0.19741802058203103,0.20237143618438583,0.21341015441150554,0.220263790600665,0.2258672673953287,0.20247333593776326,0.23375013488767227,0.24735523907072393,0.24392317968126123,0.24180123596888603,0.25462020397380886,0.23128109924759602
411.7,0.05925864951994652,0.05919455720472533,0.06017819242225168,0.0597291979585588,0.05627862551182283,0.06113240234765875,0.06344407225361803,0.06795101852635628,0.06700532363737118,0.06890578047667315,0.06443911103247293,0.06987775468102565,0.07255033010071175,0.07363645796482508,0.06992488055809759,0.0711055112021342,0.07322366233628377,0.07220040409874343,0.07344165861068698,0.08106031182115432,0.07818308951523044,0.07593497180447835,0.0766649025109959,0.0874553674114609,0.08701999207943856,0.093842360455477,0.09543711180084992,0.0924009845514023,0.09560409930396316,0.09911441000581185,0.09959074138175487,0.10030525376094591,0.10470817532182965,0.10035352652196816,0.1127624790561425,0.11625770970346537,0.11374615599006108,0.10991928232731263,0.10616479406428415,0.11515684780804603,0.11922626053798578,0.11921256181185294,0.11653379026790184,0.11855085929528049,0.108457744949222,0.12567539973090106,0.13468094164909672,0.1396079486771891,0.13243765622777431,0.1339444620282693,0.14300088218064344,0.1533681394582097,0.1642026550079589,0.15673675313369426,0.16681960509606752,0.15490229801786973,0.1671466685395771,0.18250127373624708,0.18152374172953128,0.17962605745933435,0.1726488041567749,0.16478431494583218,0.19374986556049442,0.19902532814554075,0.2090249418855439,0.21600152702283926,0.218176195281945,0.19912875429759277,0.22920121387540374,0.23972593346789,0.24205145001647382,0.23988524433060057,0.2474727368788485,0.23151370673048782
413.72,0.058898417528080824,0.05833932802979012,0.05928954893789053,0.05939548419780085,0.05592496878773143,0.061193059309847656,0.0631219123209397,0.06810717517239792,0.06676751557755195,0.06927288606857518,0.06363177155853533,0.06835532346614263,0.07176738781571483,0.07325438547733483,0.06954672655919467,0.07087757683798707,0.07242865612614767,0.07293749314872022,0.07330041285662703,0.08085385997536595,0.07916321963344142,0.07714716075353224,0.07558364415051949,0.08516040845657603,0.08494189406384095,0.09315584558569553,0.09315388197525877,0.09153871169281005,0.09584055800382482,0.09913992283413697,0.1000594344329771,0.10009572048481578,0.10186519312413425,0.09821070160541187,0.10911761333026046,0.11483344836737622,0.11099144883869617,0.10885927315212335,0.1063523792425774,0.11366086475892975,0.11778579083083991,0.11859910018002003,0.11652898251816221,0.11710655378361591,0.10789397115232338,0.12427301779240317,0.13169721094241324,0.1361529801942878,0.12886706373820345,0.13346721515201848,0.1411419784574349,0.15007172550586306,0.16082424686535807,0.15555882208399444,0.1647270059059562,0.15199056146480577,0.16572578248384712,0.18049235324747917,0.1766292225340295,0.17630725304475817,0.17043849482982854,0.16471918032366056,0.19098543082065697,0.19811262101429966,0.20576739776674557,0.2101744701438333,0.21568846591812135,0.19669181580050824,0.225309900706438,0.239171392555946,0.23715190550002674,0.24012598202454347,0.24737700881299307,0.23179734075606934
415.74,0.058693776058360646,0.05788056230009572,0.059367743143701364,0.0586966509178139,0.05600779832440464,0.06068946764062259,0.06250042090519708,0.06645361076160805,0.06587653144589674,0.06781654240355127,0.06323432563491528,0.06777237264695234,0.07036928974555638,0.07069935676191766,0.06720352288058812,0.06847402862925887,0.07150676981012508,0.07174802646924035,0.0722622675980968,0.07917061435231916,0.07716130134793586,0.07380466869360303,0.07435626505671238,0.08576624453445826,0.08428579278350673,0.09090841383240841,0.09284419070391642,0.0881477194657288,0.09417216486548347,0.09705984924580312,0.0976288693333855,0.09903194533297198,0.10049697352422457,0.09725383657312944,0.10672269804682087,0.11367019396052519,0.10908824065790716,0.10888381916573162,0.10354111759697451,0.11097411989888199,0.11451300408054053,0.11644657476433064,0.11256264554472506,0.11371773963233109,0.10571282586230538,0.12063161455371614,0.12937226383165276,0.1341025572547453,0.1260320560020751,0.1288402578270484,0.13868936854608227,0.14604227584024695,0.15619063993061652,0.15057931220200066,0.15952138959382467,0.14881976926983578,0.16324975067121766,0.17535266811405945,0.17218947433737092,0.17080688581325143,0.16506672446016898,0.16191841465538465,0.1893963439146585,0.19102224393324846,0.20200611185568174,0.20871010681957936,0.2138903841336472,0.19639928116085165,0.22574695299977737,0.23236348607639093,0.2323512588322485,0.2341203071352389,0.23772466172216664,0.23040751870743384
417.76,0.05815349608749423,0.05767392401886396,0.05792719214282742,0.058475629245292794,0.055142623958898816,0.0598132263157866,0.06213193424566511,0.06505042500577331,0.06467478147522818,0.06643669557773381,0.061805894735605466,0.06686074983894899,0.06932841227480539,0.07032230225907739,0.06638854889702678,0.06809533675638323,0.06989601420091286,0.07023964026133135,0.07179525183724626,0.07795469306937466,0.07498291933619813,0.07287617148120736,0.07236839890557639,0.08344558206278575,0.08107077249425947,0.08758694547746794,0.09002674997720696,0.08697222489985743,0.09070945351328952,0.09616841546252669,0.09454512334828648,0.09661478496211527,0.09783691878844132,0.09468681829902413,0.10574495522590466,0.10922958294220196,0.10663126041933102,0.1044868070919857,0.10066962921723659,0.10774953620557823,0.11199835674121242,0.11159201002435126,0.10869844780046241,0.10983116100582672,0.10294134032424869,0.11906379802397386,0.12497797029090248,0.1302099508394332,0.12171671563971215,0.12536354648116715,0.13475234313364784,0.14262512980210892,0.1536165476024858,0.14625151444337686,0.15503618696327032,0.14701072998671452,0.16040630862324237,0.1694563785498226,0.16662759563199037,0.16708934225510236,0.16086466348208228,0.15878978279132894,0.18474207213223207,0.18978731245023475,0.1981243162278933,0.20231448070526467,0.20672634491906383,0.1911696093942495,0.2201245858799639,0.22526637315310907,0.22466771619214312,0.22852231819447688,0.2365514326782029,0.2198614202867845
419.78,0.06013399163795541,0.05977392941773866,0.06057069433957777,0.06013496775931663,0.05753585453926628,0.061865930680756694,0.06398886388038168,0.0668945701742347,0.0667005464546932,0.06858954071709383,0.06380803273083843,0.06644641955005307,0.07055440732348968,0.06972521636681313,0.06679367249218376,0.06866314759228491,0.0694519680599949,0.0698310202768907,0.07060814364785353,0.07723310031197507,0.07473428095270777,0.07164603763209147,0.07240781328144962,0.0819618375574175,0.08122646712080547,0.08589116685760011,0.08715032344470032,0.08589517596851316,0.08949272552182315,0.09246152026644075,0.09417280888473532,0.09422771549759587,0.09498752404242435,0.09294523617161961,0.10246388597204324,0.10772895134903986,0.10460647300967782,0.10260901578057685,0.10013187601335034,0.10576826912028191,0.10877764577309708,0.11163510091578649,0.10646793473008004,0.10811115881941877,0.10110648079455735,0.11649962289747029,0.12418941881569001,0.12661454007540068,0.1197564674797029,0.12321617925634998,0.13133221972068435,0.14024375669403277,0.15063160240711324,0.14311251712524548,0.1528512006986583,0.14360209721515746,0.15519070965428539,0.16669687168337696,0.16533003519792083,0.16368951063488035,0.15861486621982665,0.1563044058198841,0.18161118517566044,0.18678245188125003,0.19427632258147018,0.19879053500025737,0.20406668057625824,0.18760006848737,0.21701675767593384,0.22100111141823,0.22206999604308886,0.22327562441744067,0.2294609384145049,0.2178757011808022
