wavelength (nm),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252
381.51,0.528241,0.528241,0.52512425,0.5399787,0.5223881,0.5399787,0.52818376,0.5375599,0.521577,0.5328042,0.53495765,0.5371134,0.5318925,0.5422129,0.5371134,0.53521854,0.5366234,0.5235386,0.5298885,0.5354574,0.53521854,0.5282156,0.51681954,0.52877694,0.53877145,0.5410993,0.5321101,0.52877694,0.5297105,0.52700657,0.5210632,0.53313255,0.5254922,0.5313433,0.53621733,0.5313433,0.5335,0.5186474,0.5325652,0.53376687,0.5325652,0.53396606,0.53711134,0.53396606,0.5278054,0.53396606,0.5329341,0.52675915,0.5377032,0.54080635,0.53266835,0.5352324,0.52997,0.53796923,0.5352324,0.5318833,0.5369533,0.53533834,0.536929,0.5369533,0.51232743,0.5412753,0.53533834,0.5419133,0.5359223,0.53427327,0.5370371,0.52766794,0.5370371,0.5392927,0.5316583,0.53864974,0.5165829,0.5293262,0.5239054,0.54249007,0.54016757,0.54016757,0.53564256,0.54016757,0.5384239,0.54249007,0.54016757,0.52093476,0.53641385,0.53985876,0.53985876,0.5415234,0.5417696,0.540927,0.54066044,0.5417696,0.52146345,0.531545,0.541461,0.5437376,0.5416872,0.541461,0.5437376,0.5416872,0.5432526,0.541791,0.5316392,0.5462009,0.5450942,0.54545456,0.54416245,0.54694486,0.54476094,0.54545456,0.54558975,0.5352324,0.53575027,0.5394338,0.5478565,0.5394001,0.5394338,0.5338007,0.5402124,0.5394338,0.5324352,0.546851,0.5474052,0.53795546,0.54858005,0.5434913,0.5478751,0.54379743,0.54858005,0.54610294,0.5338852,0.5466667,0.54698676,0.5464625,0.54503816,0.54443884,0.54503816,0.5466667,0.5481558,0.52167183,0.5504869,0.5469471,0.53715175,0.5469471,0.54868627,0.5497436,0.53715175,0.53826135,0.5276042,0.544264,0.5462671,0.543081,0.544264,0.5276042,0.543081,0.5432292,0.5419255,0.5345905,0.54765666,0.54835284,0.54459107,0.5495496,0.544667,0.54765666,0.544784,0.54800475,0.53241235,0.5610151,0.54679286,0.54942656,0.54679286,0.54857445,0.5480195,0.55081964,0.55776465,0.54217184,0.54484236,0.5520263,0.5535519,0.5597554,0.5540839,0.5520263,0.54878736,0.56058156,0.55378705,0.5301676,0.55813956,0.5554336,0.54957986,0.55612534,0.55567807,0.55239177,0.55118114,0.5554336,0.5478604,0.52894884,0.56427026,0.53507245,0.5538789,0.55070025,0.556314,0.56082237,0.53507245,0.5523486,0.5552941,0.55246377,0.556314,0.5609826,0.5552941,0.5541958,0.56395006,0.56395006,0.5502615,0.5527697,0.5527697,0.5495818,0.5506659,0.5550352,0.5536854,0.55568457,0.5629805,0.56736356,0.54761904,0.5539394,0.54800236,0.55102044,0.56365883,0.56345797,0.5539394,0.55102044,0.55481523,0.54506433,0.5557576,0.5499103,0.5557576,0.5556213,0.548445,0.5410539,0.5508945,0.5508945,0.5552166,0.55751103,0.5508945,0.5552166,0.5512741,0.5522388,0.5552166,0.55751103,0.5512741,0.54919523,0.54250765,0.54894674,0.5522388
383.52,0.47248134,0.47061568,0.4692029,0.48545456,0.46965578,0.48505437,0.47701922,0.48541477,0.4707207,0.48277426,0.48263425,0.4835215,0.48046702,0.48818544,0.47966728,0.4749889,0.48628324,0.47408068,0.47597867,0.48046702,0.47597867,0.4787932,0.46829912,0.47892222,0.48367167,0.48783666,0.48141673,0.47811007,0.48284963,0.47749043,0.47518346,0.48475745,0.47598445,0.4794221,0.4851485,0.47843134,0.48392633,0.4707904,0.4834551,0.4834551,0.4851995,0.4851229,0.4851995,0.48275858,0.47949257,0.48275858,0.4834551,0.4745692,0.48968416,0.48501712,0.48247865,0.4829787,0.4773593,0.48247865,0.48247865,0.4829787,0.48531955,0.4856408,0.4857978,0.48815966,0.46332213,0.4856408,0.48643997,0.48787877,0.48643997,0.4856408,0.48599738,0.47879562,0.4884015,0.48997384,0.48599738,0.4884015,0.47315082,0.48392633,0.47859526,0.4946831,0.4931799,0.4883319,0.48793107,0.4940375,0.48793107,0.4934071,0.48913044,0.47536737,0.48786828,0.4887348,0.48688173,0.48688173,0.48786828,0.48786828,0.48875436,0.48734176,0.474503,0.48727906,0.49676022,0.5002155,0.49018753,0.4889275,0.49978545,0.49594915,0.49088547,0.49109492,0.48662642,0.5006446,0.49452958,0.50064903,0.49572653,0.4995686,0.4917374,0.4949672,0.49572653,0.48604554,0.4849956,0.49561405,0.4961396,0.49561405,0.49603525,0.48654604,0.48879308,0.49603525,0.4829872,0.49472758,0.49977848,0.49301314,0.4951712,0.49559474,0.49977848,0.49390244,0.5011106,0.5020009,0.4906334,0.49801323,0.50044215,0.4997798,0.49801323,0.4906334,0.49430323,0.5006664,0.4995587,0.4739642,0.49706286,0.49361435,0.49281222,0.49415302,0.491283,0.49819008,0.49281222,0.49257094,0.48113212,0.4995455,0.49841124,0.49514565,0.4995455,0.4919761,0.498299,0.49684685,0.4946092,0.48989898,0.49556696,0.500455,0.49126032,0.5036731,0.49791375,0.49556696,0.49863634,0.49909008,0.48638675,0.5006986,0.49745014,0.49789816,0.4981413,0.4979157,0.49789816,0.50567645,0.4979157,0.49378738,0.49832457,0.50144374,0.50639516,0.5100095,0.5099905,0.50144374,0.50144374,0.5109838,0.5068884,0.4863178,0.50337505,0.5105668,0.50314164,0.5105668,0.5075647,0.50314164,0.50217915,0.50680935,0.50534505,0.48318493,0.50976557,0.49100003,0.5065822,0.50323874,0.50631684,0.5076543,0.49195522,0.50450003,0.5029183,0.50631684,0.51080555,0.5086079,0.5065822,0.5007459,0.51008064,0.5106168,0.5017509,0.50124687,0.5007459,0.49773073,0.5017509,0.5090909,0.5106168,0.5057765,0.5106168,0.5090909,0.4945511,0.50255096,0.5021141,0.49923432,0.50255096,0.5101113,0.5021141,0.49923432,0.50590646,0.49581155,0.50000006,0.5051282,0.5069709,0.49795708,0.50590646,0.4897807,0.5055644,0.49947536,0.50236964,0.50589496,0.5031983,0.5007899,0.50236964,0.5031983,0.50842464,0.5099196,0.5031983,0.49784374,0.5007899,0.50345194,0.50692964
385.52,0.4233577,0.42427745,0.41818875,0.4401601,0.4229735,0.4357626,0.42846328,0.4346154,0.41710827,0.4340996,0.43408242,0.4353691,0.43003803,0.4399261,0.4355656,0.4288355,0.43349567,0.4244868,0.42820132,0.43408242,0.43003803,0.42662746,0.4178664,0.42594638,0.43561444,0.43561444,0.43309093,0.42568812,0.4335794,0.42594638,0.42295083,0.43695018,0.42960027,0.4329446,0.43695018,0.432531,0.43249646,0.42201164,0.43433973,0.4343545,0.43377003,0.43583182,0.43607643,0.43252096,0.43143693,0.43377003,0.43377003,0.42531195,0.43600714,0.43835112,0.4333571,0.43600714,0.43073592,0.43359938,0.43600714,0.43600714,0.43600714,0.43404254,0.43624404,0.43711933,0.4161891,0.43380785,0.43887484,0.4394813,0.43624404,0.4381499,0.43319124,0.4294988,0.4382184,0.43923545,0.4366953,0.4382184,0.42764345,0.4329335,0.4294479,0.44464678,0.44476852,0.44001433,0.4399712,0.44464678,0.44182676,0.44464678,0.44001433,0.4252285,0.44303343,0.44403934,0.44468707,0.44403934,0.44517544,0.44517544,0.44198695,0.44468707,0.425878,0.4382353,0.44448504,0.44789758,0.44537818,0.44537818,0.44830206,0.44790906,0.44582722,0.44790906,0.43936604,0.44942996,0.4455706,0.44832662,0.44737813,0.45295647,0.44732988,0.44762954,0.44762954,0.43637702,0.4402214,0.4481236,0.4512915,0.44620016,0.4456929,0.44250742,0.4456929,0.4456929,0.43955642,0.44695005,0.45407218,0.44123104,0.4483798,0.44914934,0.44958612,0.44765475,0.45407218,0.45235452,0.44427824,0.44998115,0.45117337,0.45062432,0.44858757,0.44704106,0.44858757,0.4526436,0.44998115,0.43042675,0.44979158,0.44653827,0.44619426,0.44688225,0.44688225,0.44954818,0.44746932,0.45128396,0.43547142,0.44874278,0.45322645,0.44774398,0.44774398,0.43713737,0.44774398,0.4474795,0.4483821,0.44309735,0.4496904,0.45458108,0.4481424,0.45322895,0.45157528,0.45322895,0.45372903,0.45322895,0.4382247,0.45798817,0.45023888,0.45181426,0.4502199,0.45023888,0.45309007,0.4593207,0.45798817,0.44623864,0.4471017,0.45605505,0.45334932,0.45929524,0.4571083,0.45769233,0.45208845,0.4588957,0.45789477,0.4368687,0.4553757,0.46212122,0.4547342,0.46212122,0.46212122,0.4553757,0.4553757,0.45593712,0.4551468,0.4306358,0.46595564,0.4463466,0.46163577,0.45788154,0.46247378,0.4652045,0.4463466,0.45883366,0.45427603,0.46163577,0.4652045,0.46247378,0.45960653,0.4557447,0.45903048,0.45960653,0.4557447,0.45614034,0.45297343,0.45708156,0.45297343,0.45903048,0.4598012,0.45297343,0.46102265,0.46143848,0.4466192,0.452412,0.4520488,0.45158494,0.45960265,0.46103895,0.452412,0.45078397,0.45554098,0.44674292,0.45554098,0.45554098,0.4563788,0.45554098,0.4516971,0.44439575,0.45316005,0.44882584,0.45483288,0.4576019,0.4503341,0.45483288,0.4519875,0.4511608,0.45316005,0.4519875,0.44882584,0.44915256,0.44864386,0.44915256,0.45553538
387.53,0.37890378,0.37504044,0.3763509,0.39752927,0.37880707,0.39308178,0.3836478,0.39092332,0.3755128,0.38963532,0.3880266,0.3880266,0.38718665,0.3977521,0.38952947,0.38556448,0.38958207,0.38001868,0.38556448,0.38935575,0.3867284,0.3889407,0.37634408,0.38556066,0.39293396,0.39341745,0.3928243,0.3853041,0.3928243,0.3846391,0.38105395,0.3926267,0.38310897,0.38814992,0.3926267,0.38573194,0.38758928,0.3793833,0.38866395,0.38866395,0.39022166,0.38969696,0.39154413,0.3898564,0.38726228,0.3898564,0.3898564,0.38378876,0.39781022,0.39781022,0.39109215,0.39671934,0.3879578,0.39380395,0.39403975,0.39403975,0.39591712,0.39701772,0.39636362,0.39330924,0.3735671,0.39445302,0.39713937,0.39920947,0.39701772,0.39775148,0.3905289,0.38873667,0.39324117,0.3949352,0.39324117,0.3949352,0.38200182,0.39118457,0.38873667,0.40514567,0.40289325,0.3969088,0.39894277,0.40265352,0.39894277,0.40289325,0.40141493,0.38561285,0.39962357,0.3998777,0.39962357,0.39962357,0.40018317,0.3998777,0.39987507,0.4010417,0.38764742,0.39579472,0.39713663,0.40401235,0.3986908,0.39962417,0.40426847,0.40507114,0.40401235,0.40426847,0.39714107,0.41429457,0.40394092,0.4069695,0.40563995,0.40950298,0.40394092,0.40252155,0.40582407,0.3963908,0.39993748,0.402577,0.40647826,0.402577,0.40544823,0.39993748,0.402577,0.40497735,0.39457074,0.40624025,0.4107871,0.40244284,0.40723118,0.40624025,0.40798226,0.40798226,0.41095027,0.41095027,0.40473872,0.40654802,0.41078308,0.4108776,0.41078308,0.40658644,0.41078308,0.411236,0.40658644,0.39045486,0.40932316,0.4051864,0.40354842,0.40407637,0.40354842,0.40871498,0.4051864,0.40354842,0.39351106,0.40968588,0.4107435,0.40811762,0.40968588,0.4009171,0.40790334,0.40622973,0.40878052,0.4015774,0.40739527,0.4114361,0.40645808,0.40739527,0.4082237,0.40739527,0.41135913,0.4114361,0.4013468,0.42068037,0.41182297,0.41186386,0.41057596,0.41144782,0.41233984,0.41865143,0.41599998,0.407116,0.41030928,0.41689467,0.41731176,0.4203715,0.41731176,0.41731176,0.4127536,0.42012447,0.42012447,0.40069205,0.41861287,0.42196134,0.4139651,0.42032492,0.42217627,0.417193,0.41422284,0.4200283,0.4146853,0.3937063,0.4243392,0.4055187,0.41745532,0.41195303,0.41836017,0.42516035,0.4055694,0.41783708,0.41587973,0.41701683,0.42516035,0.41852245,0.41580263,0.4112616,0.41735688,0.41639698,0.41580263,0.41109893,0.4112616,0.41155103,0.41155103,0.415942,0.42205182,0.4158628,0.41639698,0.415942,0.4067922,0.41476858,0.41254124,0.41157207,0.4154897,0.41771698,0.4117861,0.40503258,0.4157469,0.4037473,0.4117861,0.41254124,0.40902668,0.4117861,0.41254124,0.39992225,0.41098985,0.40585774,0.40843463,0.41238278,0.4065226,0.40890068,0.40993327,0.4105342,0.40959024,0.41098985,0.40890068,0.40993327,0.40407857,0.40585774,0.41726893
389.54,0.3411514,0.3411514,0.34086078,0.35870725,0.34473684,0.35683876,0.34938797,0.35683876,0.33972824,0.35397997,0.35017377,0.3544875,0.35079908,0.3580376,0.35686377,0.3492848,0.35632485,0.34653988,0.3492848,0.354227,0.3508128,0.35209456,0.34431288,0.350616,0.35778368,0.35949883,0.35606453,0.35209456,0.35606453,0.35124707,0.34767956,0.35800263,0.3504996,0.35374677,0.35728848,0.3504996,0.35496184,0.34374204,0.35331962,0.3526832,0.3566717,0.35743487,0.35805693,0.35304752,0.35123327,0.35507247,0.35507247,0.3509434,0.35849056,0.35845685,0.356049,0.3561261,0.3524274,0.35796472,0.35796472,0.35677752,0.35862604,0.36139995,0.35747185,0.35586172,0.3427625,0.3566397,0.36430755,0.36631638,0.36324462,0.35882956,0.3540052,0.3517807,0.3540052,0.35871795,0.35419887,0.35409158,0.34702843,0.35298684,0.35150045,0.36948106,0.36579296,0.3624318,0.3646509,0.36423847,0.36422473,0.3646509,0.36482254,0.34912178,0.36117676,0.36117676,0.35760897,0.3622251,0.36215076,0.3644641,0.3617076,0.35987428,0.3502088,0.35917723,0.36387298,0.36797678,0.36598748,0.36470282,0.36664042,0.36802095,0.36598748,0.36708862,0.3637086,0.3746065,0.36789474,0.3727297,0.36789474,0.3756863,0.36786896,0.3685601,0.3693242,0.35871315,0.36301008,0.36615962,0.37201276,0.36615962,0.3658147,0.36385873,0.36615962,0.36574942,0.36040884,0.37086964,0.37206122,0.36873156,0.3710726,0.37141338,0.3736307,0.3755365,0.37342957,0.37654653,0.36775753,0.37133956,0.37580475,0.37580475,0.37140536,0.3678562,0.37127373,0.3765483,0.3726184,0.3556172,0.37308952,0.36901563,0.36699706,0.3699694,0.36699706,0.37226075,0.36761066,0.36761487,0.35843375,0.37016577,0.3732644,0.36907387,0.37101692,0.36606157,0.37101692,0.36907387,0.37101692,0.36606157,0.37276286,0.37409064,0.3664892,0.37304688,0.37304688,0.36985925,0.3746156,0.37215912,0.36368775,0.38319844,0.37553957,0.37541282,0.37482557,0.37657964,0.37639868,0.38254648,0.38114175,0.3729392,0.37398136,0.3792285,0.3792285,0.38364962,0.3796916,0.37973952,0.37794116,0.38369372,0.3792285,0.36571765,0.37861785,0.38373795,0.37687558,0.38409626,0.38747787,0.38128453,0.38128453,0.38332844,0.3807681,0.36571765,0.38500002,0.3713946,0.3809666,0.37881032,0.38241428,0.38923582,0.3720584,0.38079667,0.37869823,0.38254288,0.3876887,0.38079667,0.38193205,0.38085103,0.3821287,0.38262194,0.3821287,0.3805445,0.37752947,0.3785259,0.3785259,0.38262194,0.3823753,0.3753836,0.38494623,0.38494623,0.3708207,0.37646335,0.3748843,0.3746929,0.38061756,0.3815064,0.3768161,0.3739612,0.37847865,0.3676743,0.37657937,0.3746929,0.37847865,0.37847865,0.37847865,0.3689073,0.3754729,0.37523687,0.3763407,0.38352722,0.3763407,0.3773045,0.3763407,0.37753808,0.3773045,0.37952954,0.3754729,0.37602785,0.3754729,0.37535366,0.37602785
391.55,0.31464455,0.3118614,0.31204093,0.3333333,0.3133229,0.3284141,0.3197725,0.3284141,0.31158128,0.32575253,0.32238147,0.32494432,0.32253087,0.33014977,0.32639194,0.31899565,0.32514137,0.31759843,0.32105944,0.32359937,0.32359937,0.32176727,0.31530175,0.32003507,0.32504362,0.33079433,0.32504362,0.32257366,0.32661113,0.32257366,0.3177265,0.32772905,0.32155934,0.32183668,0.32743743,0.32211435,0.3242596,0.31428573,0.3257657,0.32318553,0.3263904,0.32638592,0.32542735,0.32469514,0.32105944,0.3263022,0.32076678,0.3251442,0.3319769,0.33173496,0.32779816,0.32743743,0.32743743,0.3278724,0.33173496,0.3278724,0.32729623,0.33084792,0.3293582,0.32653502,0.3103902,0.32476434,0.33297554,0.33512932,0.33183855,0.32875532,0.32492387,0.31921396,0.32557124,0.32696947,0.32492387,0.32492387,0.32166016,0.32345304,0.3215859,0.33949244,0.338277,0.3334791,0.33442983,0.33281392,0.33428505,0.33546677,0.3354467,0.32036912,0.33166158,0.33037892,0.33238763,0.33037892,0.33166158,0.33289644,0.33022428,0.33037892,0.31959665,0.33253327,0.33428758,0.3390792,0.33450857,0.33627927,0.34089407,0.3390792,0.33458322,0.3390792,0.33627734,0.34847817,0.33844444,0.34290132,0.34186152,0.34847817,0.33875537,0.34189942,0.34247786,0.33008203,0.33243057,0.33882457,0.33769983,0.33566746,0.33749166,0.3336319,0.3331784,0.33882457,0.3295711,0.3394809,0.34274742,0.34034932,0.34198058,0.3408836,0.3463115,0.34198058,0.34287646,0.34287646,0.33849305,0.33946416,0.34348217,0.3452111,0.33949348,0.33840218,0.33949348,0.34427345,0.33949348,0.32729357,0.34304056,0.3406343,0.3406343,0.34142432,0.339684,0.34415287,0.3378816,0.34023738,0.33087388,0.34300417,0.34324577,0.3420806,0.34371805,0.34088254,0.34098896,0.34201264,0.3411902,0.33623734,0.34283698,0.34402263,0.33695647,0.34283698,0.34313264,0.341609,0.34404534,0.3428773,0.33589438,0.35688624,0.34689054,0.3497006,0.3453012,0.3495798,0.34881493,0.35398442,0.35176724,0.34173432,0.34607795,0.35037592,0.34883153,0.3555935,0.35307878,0.3530426,0.35021377,0.35382715,0.3522476,0.33910465,0.3528977,0.35639206,0.34699455,0.35510305,0.356004,0.351926,0.34853014,0.35416663,0.3500374,0.33416212,0.36033025,0.34778202,0.35600796,0.35177767,0.3548876,0.3618205,0.34648457,0.3530746,0.3517727,0.3548876,0.35931608,0.3583312,0.35576445,0.35056216,0.355657,0.35636273,0.35407183,0.3516624,0.352674,0.35022923,0.3508951,0.35429293,0.36010343,0.35127875,0.3559063,0.3568338,0.34514636,0.35201854,0.3500261,0.3500261,0.35454777,0.35466322,0.35285053,0.3468912,0.354129,0.34430447,0.35285053,0.35397077,0.35397077,0.34671155,0.35447955,0.342605,0.34726262,0.34688994,0.34965405,0.35128072,0.34965405,0.35062853,0.35062853,0.34863356,0.35080215,0.34863356,0.3474851,0.3474851,0.344103,0.34904155,0.35479525
393.56,0.29378423,0.2890447,0.28670934,0.3097394,0.29050386,0.30419514,0.29813203,0.30416203,0.2874396,0.30416203,0.3012521,0.3031385,0.299927,0.30846044,0.3020258,0.29739708,0.30250093,0.29361543,0.29750046,0.299927,0.30045384,0.30021992,0.2893679,0.29958114,0.3024112,0.3058501,0.30021992,0.29782215,0.30435574,0.29958037,0.29529217,0.3069581,0.29665762,0.3004935,0.3048625,0.2990009,0.30029243,0.29115525,0.30010974,0.29985365,0.3037698,0.30169612,0.3037698,0.30010974,0.2968185,0.3022415,0.2996903,0.29851007,0.30452225,0.30666426,0.30196857,0.30244786,0.29778346,0.30220821,0.30323404,0.30196857,0.30255756,0.30567208,0.30567208,0.2997808,0.28677535,0.30124393,0.31066716,0.3132685,0.30734444,0.30526125,0.3013221,0.29581347,0.30153477,0.2996344,0.2996344,0.2996344,0.29581347,0.29881656,0.29694402,0.3154288,0.3115145,0.30751964,0.30997956,0.30692884,0.30965593,0.30938524,0.30965593,0.2961294,0.3049842,0.30561757,0.30759308,0.30561757,0.30851457,0.30961794,0.30561757,0.30571586,0.29795226,0.30867442,0.3100574,0.31561399,0.31018868,0.310979,0.31566197,0.31554133,0.310979,0.31265184,0.3110355,0.32102486,0.3127572,0.31836888,0.315373,0.32236475,0.3128502,0.31246495,0.3167246,0.3057867,0.30913877,0.31128845,0.31584924,0.31114054,0.31150642,0.3101685,0.3106046,0.31128845,0.3060876,0.3171982,0.31897864,0.3158605,0.31647727,0.31746635,0.32254398,0.31746635,0.31961906,0.31789714,0.31449914,0.3147714,0.32024515,0.32024515,0.31817162,0.3147714,0.3170402,0.32024515,0.3184688,0.30418622,0.31873667,0.31647038,0.31592333,0.3187646,0.3144691,0.32024994,0.31572768,0.31592333,0.30706522,0.31871116,0.31926072,0.31592333,0.31892204,0.31342414,0.31763527,0.3159542,0.3159851,0.31326193,0.3171502,0.31958765,0.3166031,0.3175527,0.32,0.3161574,0.3188318,0.3168959,0.3115346,0.33319813,0.32298896,0.32642695,0.32489455,0.32587275,0.32489455,0.33131438,0.3291139,0.3197609,0.32555267,0.3282008,0.3259076,0.331619,0.32999998,0.32999998,0.32631144,0.331619,0.32821575,0.317679,0.33103448,0.333193,0.3267368,0.33305836,0.333193,0.3286989,0.32687855,0.3321451,0.3286989,0.3153781,0.34182703,0.3212479,0.33109808,0.32832983,0.33151257,0.33723846,0.3243243,0.3309153,0.33070365,0.33389544,0.3357324,0.33559176,0.3338293,0.3287908,0.33376318,0.33347636,0.3339802,0.32887352,0.32987067,0.32906723,0.32908383,0.33441347,0.33509898,0.3324268,0.33491787,0.33347636,0.32505542,0.3297227,0.32691464,0.32540375,0.33151817,0.33170733,0.33159158,0.32505542,0.33105177,0.32148343,0.3264905,0.32490742,0.33159268,0.3280667,0.32647252,0.31940433,0.3250851,0.32222468,0.3259853,0.3288457,0.3258402,0.3262127,0.3259853,0.3250851,0.32602888,0.3262127,0.32699195,0.3243495,0.31953713,0.32699195,0.32861635
395.57,0.273647,0.27201658,0.26941288,0.2919587,0.27312002,0.2874902,0.279033,0.2868156,0.27032164,0.28678945,0.28289774,0.2850349,0.28119615,0.28858435,0.28427944,0.27945596,0.2844896,0.27496427,0.28088832,0.27965704,0.28119615,0.27953982,0.27147552,0.27953982,0.28301007,0.28766483,0.28086373,0.27990618,0.28510177,0.2795515,0.27677608,0.2868865,0.27778652,0.28153396,0.28553843,0.28092307,0.28139928,0.27215287,0.28055817,0.28048208,0.28270304,0.2826087,0.28424224,0.28091273,0.27691382,0.28134134,0.27857798,0.27998778,0.2872192,0.2881593,0.2824203,0.28349152,0.27983794,0.28478503,0.28474888,0.28331777,0.28331777,0.28494623,0.2843994,0.2801228,0.26642737,0.27966365,0.29078013,0.2940092,0.28817508,0.28625235,0.2802558,0.27542108,0.2800998,0.28089887,0.2801778,0.27898663,0.27686843,0.2773474,0.27683616,0.29513943,0.29264057,0.28720048,0.2906459,0.28892404,0.29007632,0.2906459,0.2906459,0.27569932,0.2855291,0.28548694,0.28779253,0.28726587,0.28573704,0.2900254,0.28548694,0.28549093,0.27611005,0.2880731,0.29119998,0.29602426,0.29012248,0.29012248,0.296,0.29491258,0.29149345,0.29410815,0.2933419,0.30304003,0.29356763,0.30089357,0.2975273,0.30234426,0.29338908,0.29444444,0.29821455,0.28566715,0.29045916,0.29111,0.2950589,0.29240894,0.29251924,0.2906152,0.2906152,0.29264706,0.28717864,0.2961939,0.2998523,0.2961939,0.2961939,0.29720908,0.3018223,0.29961154,0.3006175,0.2998523,0.2946487,0.29582578,0.29950738,0.3000658,0.29685947,0.29469648,0.29893476,0.2992126,0.2992126,0.28591436,0.29964924,0.29822522,0.29472628,0.29933333,0.29702482,0.29971614,0.29702482,0.29470697,0.2857863,0.29971567,0.29971567,0.29731095,0.29971567,0.29441708,0.29731095,0.29706973,0.29835355,0.2945011,0.29752067,0.3005446,0.29674098,0.29696462,0.30157104,0.29674098,0.30157104,0.29644808,0.2915952,0.3131013,0.30396473,0.3078538,0.3036298,0.30504665,0.3052522,0.31272852,0.30904776,0.30086583,0.30817163,0.30941784,0.30912977,0.31390375,0.31235638,0.31279877,0.308576,0.31390375,0.30906495,0.2990359,0.31158122,0.31445417,0.30898374,0.31484124,0.3180287,0.3109877,0.30909416,0.31400618,0.30948982,0.29826754,0.32399717,0.30534214,0.31631908,0.31224865,0.31509298,0.31945187,0.30733198,0.31349495,0.3123985,0.31403762,0.31946453,0.31781268,0.31665447,0.3117683,0.31501368,0.31823185,0.31501368,0.31227106,0.3127413,0.3127293,0.31122077,0.31378677,0.31776556,0.31274703,0.31227106,0.31627992,0.30790854,0.31309545,0.3124408,0.3107156,0.31780922,0.31766462,0.31478745,0.30924216,0.3142749,0.3061871,0.31206864,0.31206864,0.31214458,0.31222054,0.31255847,0.30421686,0.30876458,0.30811015,0.30986446,0.31447744,0.31153774,0.31153774,0.30986446,0.31070396,0.31444186,0.31447744,0.3103382,0.30866322,0.30429775,0.31070396,0.31440043
