distance (mm),height (um)
0.0449521254,-0.052559816999999995
0.05225908120000002,-0.050043218000000014
0.059566036999999995,-0.04698992299999998
0.06687299280000002,-0.029012105111111075
0.07417994850000002,-0.015410729999999965
0.0814869043,-0.044752898555555545
0.08879386009999995,-0.039561134888888905
0.09610081590000004,-0.03823197822222224
0.10340777170000001,-0.03307097422222221
0.11071472740000002,-0.028524445888888868
0.11802168319999998,-0.020979773777777797
0.12532863899999996,-0.011240248222222237
0.13263559480000003,-0.013735847666666677
0.13994255050000004,-0.027026310444444465
0.1472495063,-0.023949204
0.15455646209999999,-0.026196826444444446
0.16186341789999995,-0.013630545777777793
0.16917037359999995,-0.003798621333333332
0.17647732940000002,-0.0012973502222221908
0.1837842852,-0.017952068999999977
0.19109124099999997,-0.01901761955555554
0.19839819669999997,-0.017911726000000017
0.20570515250000004,-0.00053372733333332
0.21301210830000003,0.0006402735555555643
0.2203190641,0.001633628111111106
0.2276260198,-0.006172278555555565
0.23493297559999995,0.005160509777777798
0.24223993140000005,0.003956577777777766
0.2495468872,0.005449320555555569
0.2568538429,0.03841009288888887
0.2641607987,0.018430674555555544
0.27146775449999994,0.012036455777777764
0.27877471030000006,0.005642743222222234
0.2860816661,0.00591504733333333
0.2933886218,0.02508531011111111
0.3006955776,0.020811178999999996
0.30800253339999994,0.016294419666666633
0.3153094892,0.020664631888888882
0.3226164449,0.021817017111111107
0.3299234007,0.023984589777777794
0.3372303565,0.02670807466666668
0.34453731230000006,0.028862948333333336
0.35184426800000007,0.030931080999999996
0.35915122380000003,0.028636081444444454
0.3664581796,0.03047198944444444
0.37376513539999995,0.03450965322222223
0.38107209109999995,0.06378755133333334
0.3883790469,0.059236810888888894
0.39568600270000004,0.061729818111111084
0.4029929585,0.11870585611111112
0.4102999142,0.18813134177777777
0.41760686999999996,0.12314574444444444
0.42491382580000003,0.2180293736666667
0.4322207816,0.3560210557777778
0.43952773739999995,0.5208619935555554
0.44683469309999996,0.5676247366666667
0.4541416489,0.5058311648888888
0.46144860470000004,0.33492441488888886
0.4687555605,0.31510762699999995
0.4760625162,0.32878858199999994
0.48336947199999997,0.37658770677777775
0.49067642780000004,0.6649168776666667
0.49798338360000005,0.7766867634444445
0.5052903393,0.9091348265555556
0.5125972951,0.9183013087777778
0.5199042508999999,0.8659950397777779
0.5272112067000001,0.8584870933333333
0.5345181624,0.998160956
0.5418251182,1.0709129158888888
0.549132074,0.9268915202222223
0.5564390297999999,0.8418898625555555
0.5637459855,0.890776783
0.571052941,0.9637015394444445
0.578359897,0.9570582225555556
0.585666853,1.190707952777778
0.592973809,1.3446413990000001
0.6002807640000001,1.4351439695555557
0.6075877199999999,1.6564233087777778
0.6148946759999999,2.044736272333333
0.622201632,2.204108163888889
0.6295085879999999,1.9875469430000001
0.636815543,2.020290719888889
0.6441224990000001,2.166547124111111
0.6514294549999999,1.8598939082222223
0.6587364110000001,1.7280448816666665
0.6660433660000001,1.7226587554444446
0.673350322,1.6100845192222222
0.6806572779999999,1.437068181
0.6879642340000001,1.3889569603333332
0.6952711899999999,1.3433700337777779
0.7025781449999999,1.4087077715555556
0.7098851010000001,1.7226663292222222
0.717192057,2.0321379850000003
0.7244990130000001,1.9956102784444443
0.7318059679999999,1.870369715
0.7391129240000001,1.9576168226666668
0.7464198799999999,2.034596388
0.753726836,2.1067039184444445
0.761033791,1.9567775707777777
0.768340747,1.8331175402222222
0.7756477030000001,1.591462942777778
0.7829546589999999,1.5407230383333332
0.7902616149999999,1.7788271605555555
0.7975685699999999,1.5912001393333333
0.804875526,1.5962911391111112
0.812182482,1.7249672563333336
0.8194894380000001,1.7283131537777778
0.8267963930000001,1.848947306111111
0.8341033489999999,1.9791063145555559
0.8414103050000001,2.018209956333333
0.848717261,2.052910466333333
0.8560242169999999,2.022865410333333
0.8633311719999999,1.9247115486666668
0.8706381280000001,1.9713830976666662
0.8779450839999999,1.8335709919999996
0.8852520400000001,1.7552854678888887
0.8925589950000001,1.7346995567777777
0.899865951,1.9774651497777778
0.9071729069999999,1.8909703769999997
0.9144798630000001,1.6801876313333333
0.9217868189999999,1.3600749416666664
0.9290937739999999,1.249786545777778
0.93640073,1.2447945025555556
0.943707686,1.3899295143333332
0.9510146420000001,1.5800806181111111
0.9583215970000001,1.8725026056666667
0.9656285530000001,1.8026295774444445
0.9729355089999999,1.7668146788888892
0.980242465,1.4396889404444446
0.987549421,1.2654513596666666
0.994856376,1.3195727414444443
1.002163332,1.2779451605555554
1.009470288,1.3134511327777776
1.016777244,1.4084951857777777
1.0240841989999998,1.5308218374444447
1.0313911550000001,1.498408606111111
1.038698111,1.6507495661111111
1.046005067,1.8761014617777778
1.053312023,1.9535930754444446
1.060618978,1.6929751318888888
1.067925934,1.4854651278888888
1.07523289,1.4963796975555557
1.082539846,1.397085528
1.089846801,1.607296569222222
1.097153757,1.5921662915555554
1.104460713,1.7977299994444447
1.111767669,1.838942879111111
1.1190746249999999,1.8370707207777777
1.1263815799999999,1.897424975222222
1.1336885360000002,1.80414263
1.140995492,1.809335380111111
1.148302448,1.7717923290000002
1.155609403,1.667417529666667
1.162916359,1.9051553104444443
1.1702233149999999,1.824958550888889
1.1775302710000002,1.8117667322222222
1.184837227,1.6360180564444446
1.192144182,1.8198396621111113
1.199451138,1.7735804873333334
1.206758094,1.9418356462222224
1.2140650499999999,1.9489770756666662
1.2213720049999999,1.8020339316666667
1.2286789610000002,1.809234581111111
1.235985917,1.8187183935555555
1.2432928730000001,2.0459037423333335
1.250599828,2.101731640666667
1.257906784,1.9307170846666668
1.2652137399999999,1.6781402465555557
1.272520696,1.4505758313333332
1.279827652,1.3761720960000001
1.287134607,1.4039499896666667
1.2944415630000001,1.4665519673333336
1.301748519,1.5667870666666666
1.3090554749999999,1.6710489772222223
1.3163624299999999,1.7425915273333337
1.323669386,1.8736266321111108
1.330976342,1.8363140828888893
1.3382832980000001,1.6562453926666667
1.345590254,1.6256731714444446
1.352897209,1.5463271633333333
1.360204165,1.3665574252222226
1.367511121,1.1170607888888888
1.3748180769999998,1.1550902317777778
1.3821250319999998,1.3408310771111112
1.3894319880000001,1.591709081111111
1.396738944,1.807703967111111
1.4040459,1.8098182466666668
1.411352856,1.7470524856666667
1.418659811,1.7333507502222225
1.4259667669999998,1.994755163222222
1.433273723,1.9633309218888888
1.440580679,1.9485044426666667
1.447887634,1.8827944952222222
1.45519459,1.6823963688888888
1.462501546,1.4162039861111113
1.469808502,1.2029155276666663
1.4771154579999999,1.024613366111111
1.484422413,0.9636134205555555
1.491729369,1.0538730674444443
1.499036325,1.4828417408888888
1.506343281,1.6770264739999998
1.513650236,1.6076804205555555
1.520957192,1.7171296128888889
1.5282641479999999,1.4807607640000002
1.5355711040000002,1.2901583433333332
1.54287806,1.2015087643333333
1.550185015,1.1948870325555554
1.557491971,1.2994416756666665
1.564798927,1.0286654623333333
1.5721058829999999,1.324001912111111
1.5794128379999999,1.5911529463333332
1.5867197940000002,1.737898785666667
1.59402675,1.7829851697777777
1.601333706,1.9010352768888887
1.608640662,2.0285361234444443
1.615947617,1.876933660888889
1.623254573,1.5586390203333336
1.630561529,1.6416063692222225
1.637868485,1.6087423673333334
1.64517544,1.816547722777778
1.652482396,1.7810255152222223
1.6597893519999998,1.489472328666667
1.667096308,1.3785519775555555
1.674403264,1.2237593506666669
1.681710219,1.1239959194444444
1.689017175,1.2184062886666664
1.696324131,1.4377420464444444
1.7036310870000002,1.3882302882222222
1.7109380420000002,1.394565203111111
1.718244998,1.4157980790000002
1.725551954,1.4846113997777777
1.73285891,1.5083609428888891
1.740165865,1.6258347845555554
1.747472821,1.662571977222222
1.7547797770000002,1.646653629
1.762086733,1.4202644160000002
1.769393689,1.2858709804444446
1.776700644,1.433354957111111
1.7840075999999998,1.3697689987777777
1.791314556,1.3568231824444448
1.7986215120000002,1.3180146439999998
1.8059284670000002,1.6611722082222224
1.813235423,1.7863998354444444
1.820542379,1.735423007222222
1.8278493349999998,1.5808059549999998
1.8351562909999999,1.637636528888889
1.8424632459999999,1.409028094888889
1.8497702020000002,1.2099765224444445
1.857077158,1.458068888111111
1.864384114,1.4428973725555556
1.871691069,1.4351386626666667
1.8789980249999998,1.3377972082222223
1.8863049810000003,1.2837754142222222
1.8936119370000002,1.0210378154444444
1.900918893,1.1950627183333333
1.908225848,1.3572579661111108
1.915532804,1.4327813494444444
1.9228397599999998,1.7932781082222222
1.930146716,1.988130431666667
1.9374536710000003,2.1988905069999998
1.9447606270000002,2.222513993
1.952067583,2.1641853498888888
1.959374539,2.009717275555555
1.9666814949999998,1.8245341261111112
1.9739884499999998,1.7136912187777777
1.981295406,1.668350869888889
1.9886023620000002,1.655512696
1.995909318,1.7570312477777779
2.003216273,1.6928279843333334
2.010523229,1.5593927492222224
2.0178301849999998,1.524642684111111
2.025137141,1.5519828046666666
2.032444097,1.6307705276666666
2.039751052,1.7509550364444442
2.047058008,1.5087468642222224
2.054364964,1.478333356444444
2.0616719199999998,1.5790407990000002
2.068978875,1.5984743460000002
2.0762858310000003,1.5971207482222223
2.083592787,1.3869266528888888
2.090899743,1.3745682193333333
2.098206699,1.4363527483333334
2.1055136539999997,1.4452193227777776
2.1128206100000004,1.4108845494444444
2.1201275660000003,1.4732585928888888
2.127434522,1.4223850947777779
2.134741477,1.492309034
2.142048433,1.5835671124444444
2.1493553889999997,1.4487606574444443
2.156662345,1.6138778456666667
2.1639693,1.854359197888889
2.171276256,1.8502610998888889
2.178583212,1.7449015017777776
2.185890168,1.341171307888889
2.1931971239999997,1.2631039497777776
2.200504079,1.3530803443333332
2.207811035,1.5511737166666668
2.215117991,1.6256874816666664
2.222424947,1.784794134
2.229731902,2.0389459502222227
2.237038858,1.969464851444444
2.244345814,1.7208131616666666
2.25165277,1.5458031476666667
2.258959726,1.833687416777778
2.2662666810000003,1.6927548571111108
2.273573637,1.4855784328888888
2.280880593,1.3865014301111112
2.2881875490000003,1.3231600254444444
2.2954945039999997,1.1389318343333334
2.30280146,1.0632730165555555
2.310108416,1.1912370823333331
2.317415372,1.4699196983333334
2.324722328,1.8955859988888888
2.332029283,1.8405505768888888
2.339336239,1.732524006333333
2.346643195,1.5384016656666664
2.353950151,1.3776926898888888
2.361257106,0.9922309845555556
2.368564062,0.8130370506666666
2.375871018,0.8637676071111112
2.383177974,0.7731870160000001
2.39048493,0.9961904239999999
2.397791885,1.380105491777778
2.405098841,1.7093536207777777
2.412405797,1.7282869785555557
2.4197127529999998,1.610798486111111
2.427019708,1.3880687623333332
2.4343266640000003,1.524421742888889
2.44163362,1.5092345168888888
2.448940576,1.5854719605555556
2.456247532,1.7670115868888887
2.4635544869999997,1.6615615503333332
2.470861443,1.5203327733333336
2.4781683990000003,1.431552003777778
2.485475355,1.2652057737777778
2.49278231,1.1541598851111112
2.500089266,1.3465795697777778
2.5073962219999997,1.4578401283333335
2.5147031780000004,1.603562802
2.5220101340000003,1.5799425873333333
2.529317089,1.806547276111111
2.536624045,1.8633791734444445
2.543931001,1.8918655436666667
2.5512379569999997,1.6720255144444445
2.558544912,1.5200992928888888
2.565851868,1.6588194192222223
2.573158824,1.5566555584444446
2.58046578,1.3579683717777777
2.587772736,1.7602516513333333
2.595079691,1.747952570222222
2.602386647,1.854708226888889
2.609693603,2.1412824005555557
2.617000559,2.3747308054444445
2.6243075140000003,2.123668237777778
2.63161447,2.16970255
2.638921426,2.2893115481111113
2.646228382,2.1547656466666663
2.6535353369999997,1.8721376286666667
2.660842293,1.7117972747777777
2.668149249,1.5479952682222224
2.675456205,1.5911547857777775
2.682763161,1.5436250933333335
2.690070116,1.7275682306666666
2.697377072,1.9515873967777777
2.704684028,2.238334928555555
2.711990984,2.1854211767777776
2.719297939,2.2540901259999995
2.726604895,2.1103292007777776
